id,title,genres,averageRating,numVotes,releaseYear
tt1136608,"District 9","Action, Sci-Fi, Thriller",7.9,735420,2009
tt0304141,"Harry Potter and the Prisoner of Azkaban","Adventure, Family, Fantasy",7.9,728928,2004
tt0454876,"Life of Pi","Adventure, Drama, Fantasy",7.9,684943,2012
tt0120363,"Toy Story 2","Adventure, Animation, Comedy",7.9,644705,1999
tt0796366,"Star Trek","Action, Adventure, Sci-Fi",7.9,629494,2009
tt1727824,"Bohemian Rhapsody","Biography, Drama, Music",7.9,622391,2018
tt0365748,"Shaun of the Dead","Comedy, Horror",7.9,618855,2004
tt1659337,"The Perks of Being a Wallflower",Drama,7.9,570551,2012
tt0206634,"Children of Men","Drama, Sci-Fi, Thriller",7.9,547446,2006
tt0790636,"Dallas Buyers Club","Biography, Drama",7.9,534882,2013
tt0327056,"Mystic River","Crime, Drama, Mystery",7.9,503839,2003
tt0780536,"In Bruges","Comedy, Crime, Drama",7.9,479156,2008
tt2584384,"Jojo Rabbit","Comedy, Drama, War",7.9,467062,2019
tt12361974,"Zack Snyder's Justice League","Action, Adventure, Fantasy",7.9,455774,2021
tt0083866,"E.T. the Extra-Terrestrial","Adventure, Family, Sci-Fi",7.9,453639,1982
tt6791350,"Guardians of the Galaxy Vol. 3","Action, Adventure, Comedy",7.9,428390,2023
tt0166924,"Mulholland Drive","Drama, Mystery, Thriller",7.9,406871,2001
tt0107688,"The Nightmare Before Christmas","Animation, Family, Fantasy",7.9,395161,1993
tt1065073,Boyhood,Drama,7.9,375180,2014
tt7653254,"Marriage Story","Drama, Romance",7.9,360551,2019
tt1125849,"The Wrestler","Drama, Sport",7.9,325689,2008
tt0181875,"Almost Famous","Adventure, Comedy, Drama",7.9,304129,2000
tt0118749,"Boogie Nights",Drama,7.9,291152,1997
tt0190332,"Crouching Tiger, Hidden Dragon","Action, Adventure, Drama",7.9,288046,2000
tt0432283,"Fantastic Mr. Fox","Adventure, Animation, Comedy",7.9,286058,2009
tt0075686,"Annie Hall","Comedy, Romance",7.9,284307,1977
tt0108399,"True Romance","Crime, Drama, Romance",7.9,252310,1993
tt0058461,"A Fistful of Dollars","Drama, Western",7.9,243870,1964
tt0106519,"Carlito's Way","Crime, Drama, Thriller",7.9,240186,1993
tt0080455,"The Blues Brothers","Adventure, Comedy, Crime",7.9,221921,1980
tt14849194,"The Holdovers","Comedy, Drama",7.9,199592,2023
tt0299977,Hero,"Action, Adventure, Drama",7.9,190731,2002
tt2543472,Wonder,"Drama, Family",7.9,188369,2017
tt2209418,"Before Midnight","Drama, Romance",7.9,179235,2013
tt0085334,"A Christmas Story","Comedy, Family",7.9,175067,1983
tt0033870,"The Maltese Falcon","Crime, Drama, Film-Noir",7.9,170948,1941
tt0113568,"Ghost in the Shell","Action, Animation, Crime",7.9,165128,1995
tt0040746,Rope,"Crime, Drama, Mystery",7.9,160428,1948
tt0088258,"This Is Spinal Tap","Comedy, Music",7.9,151504,1984
tt0054331,Spartacus,"Adventure, Biography, Drama",7.9,147889,1960
tt0044079,"Strangers on a Train","Crime, Drama, Film-Noir",7.9,145562,1951
tt2265171,"The Raid 2","Action, Crime, Thriller",7.9,135706,2014
tt0074119,"All the President's Men","Drama, History, Thriller",7.9,131118,1976
tt0168629,"Dancer in the Dark","Crime, Drama, Musical",7.9,120584,2000
tt0287467,"Talk to Her","Drama, Mystery, Romance",7.9,119945,2002
tt1188996,"My Name Is Khan","Drama, Romance",7.9,119628,2010
tt0044081,"A Streetcar Named Desire",Drama,7.9,117405,1951
tt0044706,"High Noon","Drama, Thriller, Western",7.9,113573,1952
tt0052311,"Touch of Evil","Crime, Drama, Film-Noir",7.9,112639,1958
tt0066206,Patton,"Biography, Drama, War",7.9,111166,1970
tt0038787,Notorious,"Drama, Film-Noir, Mystery",7.9,110942,1946
tt1602620,Amour,Drama,7.9,108290,2012
tt3544112,"Sing Street","Comedy, Drama, Music",7.9,104569,2016
tt0109424,"Chungking Express","Comedy, Crime, Drama",7.9,103752,1994
tt0049406,"The Killing","Crime, Drama, Film-Noir",7.9,101918,1956
tt0069293,Solaris,"Drama, Mystery, Sci-Fi",7.9,101867,1972
tt2370248,"Short Term 12",Drama,7.9,93768,2013
tt0024216,"King Kong","Adventure, Horror",7.9,93647,1933
tt0038355,"The Big Sleep","Crime, Drama, Film-Noir",7.9,93247,1946
tt0065214,"The Wild Bunch","Action, Adventure, Drama",7.9,92975,1969
tt8075192,Shoplifters,"Crime, Drama, Thriller",7.9,91494,2018
tt0054997,"The Hustler","Drama, Sport",7.9,88968,1961
tt0061811,"In the Heat of the Night","Drama, Mystery, Thriller",7.9,87395,1967
tt0059113,"Doctor Zhivago","Drama, Romance, War",7.9,84564,1965
tt0067185,"Harold and Maude","Comedy, Drama, Romance",7.9,84089,1971
tt27503384,"Perfect Days",Drama,7.9,83027,2023
tt0056218,"The Manchurian Candidate","Drama, Thriller",7.9,82551,1962
tt0049833,"The Ten Commandments","Adventure, Drama, Family",7.9,81340,1956
tt0093191,"Wings of Desire","Drama, Fantasy, Romance",7.9,80873,1987
tt0078841,"Being There","Comedy, Drama",7.9,80483,1979
tt0347304,"Kal Ho Naa Ho","Comedy, Drama, Musical",7.9,78399,2003
tt4772188,Flow,"Adventure, Animation, Family",7.9,77613,2024
tt0036613,"Arsenic and Old Lace","Comedy, Crime, Thriller",7.9,76878,1944
tt1587707,"Exit Through the Gift Shop","Comedy, Crime, Documentary",7.9,69980,2010
tt13664684,"Karthikeya 2","Action, Adventure, Fantasy",7.9,64731,2022
tt1032846,"4 Months, 3 Weeks and 2 Days",Drama,7.9,64663,2007
tt0015648,"Battleship Potemkin","Drama, History, Thriller",7.9,63350,1925
tt1093370,"Jab We Met","Comedy, Drama, Romance",7.9,61966,2007
tt3848892,Baby,"Action, Thriller",7.9,61900,2015
tt0046359,"Stalag 17","Comedy, Drama, War",7.9,60212,1953
tt0423866,3-Iron,"Crime, Drama, Romance",7.9,59921,2004
tt4387040,Airlift,"Drama, History",7.9,59812,2016
tt0247586,"Nine Queens","Crime, Drama, Thriller",7.9,59732,2000
tt0042546,Harvey,"Comedy, Drama, Fantasy",7.9,59701,1950
tt1360860,"About Elly","Drama, Mystery",7.9,59135,2009
tt5116302,Togo,"Adventure, Biography, Drama",7.9,58868,2019
tt0039628,"Miracle on 34th Street","Comedy, Drama, Family",7.9,58008,1947
tt6333060,Icarus,"Documentary, Sport",7.9,56599,2017
tt0029843,"The Adventures of Robin Hood","Action, Adventure, Romance",7.9,56220,1938
tt0051459,"Cat on a Hot Tin Roof",Drama,7.9,55313,1958
tt0072443,Mirror,"Biography, Drama",7.9,55036,1975
tt0037008,Laura,"Drama, Film-Noir, Mystery",7.9,53778,1944
tt0293715,"My Sassy Girl","Comedy, Drama, Romance",7.9,51737,2001
tt0069281,Sleuth,"Mystery, Thriller",7.9,51443,1972
tt0283509,"No Man's Land","Comedy, Drama, War",7.9,49727,2001
tt0376968,"The Return",Drama,7.9,48582,2003
tt2375559,"1: Nenokkadine","Action, Thriller",7.9,47183,2014
tt2395469,"Gully Boy","Drama, Music, Romance",7.9,45148,2019
tt0037884,"The Lost Weekend","Drama, Film-Noir",7.9,41806,1945
tt2199711,Vishwaroopam,"Action, Thriller",7.9,41391,2013
tt0080979,"Kagemusha: The Shadow Warrior","Drama, History, War",7.9,39656,1980
tt7485048,"Super 30","Biography, Drama",7.9,39275,2019
tt7725596,"Badhaai Ho","Comedy, Drama",7.9,39235,2018
tt0379557,"Touching the Void","Adventure, Documentary, Drama",7.9,39094,2003
tt0069467,"Cries & Whispers",Drama,7.9,38493,1972
tt0110729,"Once Were Warriors","Crime, Drama",7.9,38158,1994
tt0042593,"In a Lonely Place","Drama, Film-Noir, Mystery",7.9,37367,1950
tt0065571,"The Conformist",Drama,7.9,36877,1970
tt0106469,"Blood In, Blood Out","Biography, Crime, Drama",7.9,36075,1993
tt6878038,"A Taxi Driver","Action, Drama, History",7.9,35142,2017
tt4330758,"Black Hawk Down",Documentary,7.9,34621,1997
tt0025878,"The Thin Man","Comedy, Crime, Mystery",7.9,33821,1934
tt0091670,"The Sacrifice",Drama,7.9,33264,1986
tt1327035,Dev.D,"Comedy, Drama, Romance",7.9,33159,2009
tt0031885,"The Rules of the Game","Comedy, Drama",7.9,32453,1939
tt0057091,"The Leopard","Drama, History",7.9,32275,1963
tt0086022,Nostalghia,Drama,7.9,31695,1983
tt0045555,"The Big Heat","Crime, Drama, Film-Noir",7.9,31047,1953
tt0061809,"In Cold Blood","Biography, Crime, Drama",7.9,30702,1967
tt7218518,"Pad Man","Comedy, Drama",7.9,30523,2018
tt0065531,"Le cercle rouge","Crime, Drama, Thriller",7.9,30257,1970
tt0051378,"Elevator to the Gallows","Crime, Drama, Thriller",7.9,30202,1958
tt0037913,"Mildred Pierce","Crime, Drama, Film-Noir",7.9,30078,1945
tt0034240,"Sullivan's Travels","Adventure, Comedy, Drama",7.9,29757,1941
tt0038348,"Beauty and the Beast","Drama, Fantasy, Romance",7.9,29038,1946
tt7294534,"Arjun Reddy","Drama, Romance",7.9,28784,2017
tt1702014,"The Way He Looks","Drama, Romance",7.9,28678,2014
tt0055499,"Through a Glass Darkly",Drama,7.9,28429,1961
tt0028010,"My Man Godfrey","Comedy, Drama, Romance",7.9,27539,1936
tt0096257,"The Thin Blue Line","Crime, Documentary",7.9,26983,1988
tt0860906,"Evangelion: 2.0 You Can (Not) Advance","Action, Animation, Drama",7.9,26828,2009
tt0054130,"La Notte",Drama,7.9,25338,1961
tt0092048,Tampopo,Comedy,7.9,24560,1985
tt2882328,Ugly,"Crime, Drama, Mystery",7.9,24349,2013
tt0064541,Kes,"Drama, Family",7.9,24327,1969
tt5804038,"I Am Not Your Negro","Documentary, History",7.9,24161,2016
tt0029870,"Angels with Dirty Faces","Crime, Drama, Film-Noir",7.9,24070,1938
tt0058430,Onibaba,"Drama, Horror, Thriller",7.9,23930,1964
tt10869778,Maidaan,"Biography, Drama, History",7.9,22724,2024
tt0051411,"The Big Country","Drama, Romance, Western",7.9,22696,1958
tt1277737,"The Stoning of Soraya M.",Drama,7.9,22495,2008
tt0058279,Kwaidan,"Drama, Fantasy, Horror",7.9,21420,1964
tt0060474,"Don't Look Now... We're Being Shot At!","Adventure, Comedy, War",7.9,21305,1966
tt8430054,Flee,"Animation, Biography, Documentary",7.9,20524,2021
tt0118147,"When We Were Kings","Documentary, Sport",7.9,19878,1996
tt1087578,"Still Walking",Drama,7.9,19806,2008
tt0051994,"A Night to Remember","Drama, History",7.9,18403,1958
tt0118751,Border,"Action, Drama, History",7.9,18384,1997
tt18687124,"BTS Permission to Dance on Stage - Seoul: Live Viewing","Documentary, Music",7.9,17561,2022
tt1157605,"Anvil: The Story of Anvil","Biography, Documentary, Drama",7.9,17118,2008
tt0023622,"Trouble in Paradise","Comedy, Crime, Romance",7.9,16857,1932
tt11772746,Thiruchitrambalam,"Comedy, Drama, Musical",7.9,16800,2022
tt0200654,"On Board","Crime, Drama",7.9,16796,1998
tt19653180,"Leila's Brothers",Drama,7.9,16722,2022
tt0031867,"The Roaring Twenties","Crime, Drama, Thriller",7.9,16604,1939
tt0988108,"The Class",Drama,7.9,16246,2007
tt11790780,"The Alpinist","Biography, Documentary",7.9,15879,2021
tt0089603,"Mishima: A Life in Four Chapters","Biography, Drama",7.9,15390,1985
tt0156794,"Eternity and a Day",Drama,7.9,15319,1998
tt30796448,"The Greatest Night in Pop","Documentary, Music",7.9,15114,2024
tt0055913,"Divorce Italian Style","Comedy, Drama, Romance",7.9,15027,1961
tt0084934,Yol,Drama,7.9,15002,1982
tt0393597,Earth,Documentary,7.9,14841,2007
tt1183919,Marley,"Biography, Documentary, Music",7.9,14772,2012
tt4309356,Ivy,"Drama, Fantasy, Thriller",7.9,14110,2015
tt0023563,"The Testament of Dr. Mabuse","Crime, Mystery, Thriller",7.9,14102,1933
tt0033836,"The Little Foxes","Drama, Romance",7.9,13662,1941
tt5221894,"The Other Me","Crime, Drama, Mystery",7.9,13448,2016
tt0051383,"Auntie Mame","Comedy, Drama, Romance",7.9,13364,1958
tt8108200,Sonchiriya,"Action, Crime, Drama",7.9,13309,2019
tt3614516,"Ankhon Dekhi","Comedy, Drama",7.9,13251,2013
tt1282139,"Cars of the Revolution","Drama, History",7.9,13021,2008
tt0060277,"The Sword of Doom","Action, Drama",7.9,12619,1966
tt0301727,"Winged Migration",Documentary,7.9,12535,2001
tt2926068,Manam,"Comedy, Drama, Fantasy",7.9,12393,2014
tt0113703,"Love Letter","Drama, Romance",7.9,12194,1995
tt0052216,"Big Deal on Madonna Street","Comedy, Crime",7.9,12192,1958
tt11833648,"The Book of Sun",Comedy,7.9,12059,2020
tt0031385,"Goodbye, Mr. Chips","Drama, Romance",7.9,11972,1939
tt0117040,Microcosmos,Documentary,7.9,11904,1996
tt0074360,"Cría Cuervos",Drama,7.9,11849,1976
tt0046022,"The Earrings of Madame De...","Drama, Romance",7.9,11645,1953
tt32080876,Dragon,"Comedy, Drama, Romance",7.9,11585,2025
tt0997246,"The Song of Sparrows","Drama, Family",7.9,11536,2008
tt0028691,"Captains Courageous","Adventure, Drama, Family",7.9,11455,1937
tt2130321,"West of Memphis","Crime, Documentary",7.9,11280,2012
tt0061065,"The Face of Another","Drama, Sci-Fi, Thriller",7.9,11220,1966
tt0814075,"Deliver Us from Evil","Crime, Documentary",7.9,11095,2006
tt0436231,"The Devil and Daniel Johnston","Biography, Documentary, Music",7.9,10769,2005
tt0061589,"Bob Dylan: Dont Look Back","Documentary, Music",7.9,10654,1967
tt0478813,"The Trap","Crime, Drama, Thriller",7.9,10631,2007
tt0096028,"Salaam Bombay!","Crime, Drama",7.9,10521,1988
tt0096288,"Landscape in the Mist",Drama,7.9,10404,1988
tt10717738,"Anjaam Pathiraa","Crime, Mystery, Thriller",7.9,10189,2020
tt2488496,"Star Wars: Episode VII - The Force Awakens","Action, Adventure, Sci-Fi",7.8,999207,2015
tt0903624,"The Hobbit: An Unexpected Journey","Adventure, Fantasy",7.8,902507,2012
tt3498820,"Captain America: Civil War","Action, Sci-Fi",7.8,888457,2016
tt1877830,"The Batman","Action, Crime, Drama",7.8,870447,2022
tt1285016,"The Social Network","Biography, Drama",7.8,790260,2010
tt5013056,Dunkirk,"Action, Drama, History",7.8,772893,2017
tt5052448,"Get Out","Horror, Mystery, Thriller",7.8,758743,2017
tt1074638,Skyfall,"Action, Adventure, Thriller",7.8,750507,2012
tt0780504,Drive,"Action, Drama",7.8,735708,2011
tt1170358,"The Hobbit: The Desolation of Smaug","Adventure, Fantasy",7.8,731623,2013
tt0421715,"The Curious Case of Benjamin Button","Drama, Fantasy, Romance",7.8,721341,2008
tt3748528,"Rogue One: A Star Wars Story","Action, Adventure, Sci-Fi",7.8,715271,2016
tt3460252,"The Hateful Eight","Crime, Drama, Mystery",7.8,691533,2015
tt0162222,"Cast Away","Adventure, Drama, Romance",7.8,665353,2000
tt0332280,"The Notebook","Drama, Romance",7.8,655121,2004
tt2872718,Nightcrawler,"Crime, Drama, Thriller",7.8,636626,2014
tt0096874,"Back to the Future Part II","Adventure, Comedy, Sci-Fi",7.8,597636,1989
tt0258463,"The Bourne Identity","Action, Mystery, Thriller",7.8,594640,2002
tt6710474,"Everything Everywhere All at Once","Action, Adventure, Comedy",7.8,580143,2022
tt0425112,"Hot Fuzz","Action, Comedy, Mystery",7.8,551732,2007
tt0099487,"Edward Scissorhands","Drama, Fantasy, Romance",7.8,546097,1990
tt0449059,"Little Miss Sunshine","Comedy, Drama",7.8,537227,2006
tt2245084,"Big Hero 6","Action, Adventure, Animation",7.8,529048,2014
tt1568346,"The Girl with the Dragon Tattoo","Crime, Drama, Mystery",7.8,513512,2011
tt1596363,"The Big Short","Biography, Comedy, Drama",7.8,511082,2015
tt1535109,"Captain Phillips","Action, Biography, Crime",7.8,507690,2013
tt0139654,"Training Day","Crime, Drama, Thriller",7.8,495760,2001
tt0325710,"The Last Samurai","Action, Drama",7.8,488889,2003
tt0093773,Predator,"Action, Adventure, Horror",7.8,476882,1987
tt0765429,"American Gangster","Biography, Crime, Drama",7.8,471476,2007
tt0087332,Ghostbusters,"Action, Comedy, Fantasy",7.8,470339,1984
tt0088847,"The Breakfast Club","Comedy, Drama",7.8,457120,1985
tt1302006,"The Irishman","Biography, Crime, Drama",7.8,453046,2019
